product,semantic_group,label,score,manual_score
电源,"Pretty much I only have the power cablethere and just two cables going to thesubwoofer there., I have a power bar herewhich is powering everything frommonitor to PC., Uh so I do have a power bar., So just thatone power cable there and that's it.",Health,0.05,0
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Immersion,0.31,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Entertainment,0.29,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Order,0.35,0
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Sociability,0.22,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Aesthetics,0.18,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Self-Expression,0.24,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Safety,0.23,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Efficiency,0.29,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Relaxation,0.26,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Ritual,0.33,1
地毯,"If you're by yourself and tryto set this table up, you're definitelygoing to struggle a lot.",Health,0.34,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Immersion,0.26,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Entertainment,0.34,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Order,0.31,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Sociability,0.27,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Aesthetics,0.2,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Self-Expression,0.35,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Safety,0.27,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Efficiency,0.29,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Relaxation,0.31,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Ritual,0.28,1
饮品/奶茶/咖啡/零食,"This is an entire PC, but also if you'rethirsty, you have Coke, beer, you haveall your drinks in here.",Health,0.24,1
电源,I think that's a bits power inthere.,Immersion,0.13,1
电源,I think that's a bits power inthere.,Entertainment,0.22,1
电源,I think that's a bits power inthere.,Order,0.15,1
电源,I think that's a bits power inthere.,Sociability,0.16,1
电源,I think that's a bits power inthere.,Aesthetics,0.16,1
电源,I think that's a bits power inthere.,Self-Expression,0.18,1
电源,I think that's a bits power inthere.,Safety,0.13,1
电源,I think that's a bits power inthere.,Efficiency,0.19,1
电源,I think that's a bits power inthere.,Relaxation,0.1,1
电源,I think that's a bits power inthere.,Ritual,0.14,1
电源,I think that's a bits power inthere.,Health,0.07,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Immersion,0.17,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Entertainment,0.26,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Order,0.17,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Sociability,0.35,0
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Aesthetics,0.24,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Self-Expression,0.28,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Safety,0.1,0
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Efficiency,0.18,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Relaxation,0.18,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Ritual,0.24,1
充电器,"If this soundsinteresting, make sure to subscribe andI'll be posting weekly.",Health,0.25,1
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Immersion,0.1,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Entertainment,0.19,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Order,0.15,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Sociability,0.07,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Aesthetics,0.11,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Self-Expression,0.11,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Safety,0.11,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Efficiency,0.13,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Relaxation,0.11,1
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Ritual,0.07,0
桌子,"Look at how high this desk is, bro., This deskis absolutely crazy., This isthe longest desk they have is 180, butthey have it on sale for 140 right now.",Health,0.2,1
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Immersion,0.04,0
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Entertainment,0.19,0
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Order,0.07,0
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Sociability,0.08,0
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Aesthetics,0.12,1
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Self-Expression,0.02,0
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Safety,0.12,0
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Efficiency,0.17,1
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Relaxation,0.1,1
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Ritual,0.16,0
鼠标垫,"And um here's my high ground mouse padthat's been insanely good to me so far., People say that putting it in thewashing machine is not good for your uhyour mouse pads, but I don't reallybelieve.",Health,0.1,0
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Immersion,0.17,0
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Entertainment,0.21,1
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Order,0.29,0
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Sociability,0.15,1
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Aesthetics,0.08,-1
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Self-Expression,0.15,1
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Safety,0.25,1
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Efficiency,0.2,0
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Relaxation,0.12,-1
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Ritual,0.21,0
桌子,"He has an extremely small andmessy desk, a 10-year-old gaming PC, andsome of the ugliest walls I have everseen., And Ican't quite start that yet because thedesk hasn't even arrived yet., And now that Ifinished building the PC, I headed tobed for the night and prayed that thedesk would be sitting on my front porchwhenever I woke[Music]up., So, I moved inhis desk and quickly got it unboxedwhere I then barely realized what kindof desk this actually was., But, I ended upabsolutely locking in and putting thisdesk together withease., And after getting allthe rope lights unboxed and putting astrip onto the desk, I began to get in aflow state getting these put on thepanels until I got some of the worstnews imaginable., And so it's not just saton his desk in a messy way.",Health,0.12,1
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Immersion,0.29,1
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Entertainment,0.47,0
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Order,0.35,1
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Sociability,0.28,1
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Aesthetics,0.3,0
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Self-Expression,0.3,0
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Safety,0.2,1
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Efficiency,0.29,1
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Relaxation,0.17,1
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Ritual,0.35,0
摆件,"So, I'mabout to completely destroy his setupfor a fresh start and turn this spaceinto his dream gaming setup with amazingdecor and lighting, top-of-the-linegaming gear, and the best gaming PCimaginable.",Health,0.21,1
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Immersion,0.01,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Entertainment,0.14,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Order,0.08,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Sociability,0.02,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Aesthetics,0.12,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Self-Expression,0.18,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Safety,0.01,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Efficiency,0.12,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Relaxation,0.03,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Ritual,0.1,
灯带/灯效,"Withthe motherboard having a ton of usefulfeatures, installing all the componentswas about to be a breeze with its easyDIY design while also looking supersleek with its carbon black pattern andRGB lighting., For the cooler, I usedthe Mad Core Liquid A15360, which tookalmost no time at all and really made meappreciate the MSI ecosystem in thisbuild since being able to link up allthe fans and RGB would be no trouble atall",Health,-0.03,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Immersion,0.04,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Entertainment,0.06,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Order,0.06,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Sociability,0.02,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Aesthetics,-0.02,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Self-Expression,0.05,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Safety,0.02,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Efficiency,0.06,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Relaxation,0.02,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Ritual,0.11,
电源,"So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost. So,after getting the motherboard screweddown into the case, I then got startedon the power supply unit, which isusually the step that stumps me themost.",Health,0,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Immersion,0.3,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Entertainment,0.31,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Order,0.3,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Sociability,0.28,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Aesthetics,0.21,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Self-Expression,0.28,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Safety,0.22,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Efficiency,0.29,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Relaxation,0.18,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Ritual,0.36,
充电器+桌子,"The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup. The last time I builtone of these two-piece tabletop desks ina video, I almost broke it and ruinedthe entire surprise of building mysubscriber their dream setup.",Health,0.21,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Immersion,0.28,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Entertainment,0.25,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Order,0.36,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Sociability,0.25,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Aesthetics,0.21,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Self-Expression,0.21,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Safety,0.26,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Efficiency,0.23,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Relaxation,0.22,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Ritual,0.35,
地毯+桌子,"So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped. So,before getting the actual setup put ontothe desk, I firstly laid down a rugbecause I'm not going to lie, this tileis absolutely chopped.",Health,0.21,
